SAMPLE_KEY,PLATE_ID,WELL_POSITION,SITE,IMG_Hoechst,IMG_ERSyto,IMG_Ph_golgi,IMG_Mito,IMG_ERSytoBleed
P102785-L09-3,P102785,L09,3,L09_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,L09_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,L09_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,L09_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,L09_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-L09-4,P102785,L09,4,L09_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,L09_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,L09_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,L09_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,L09_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-L09-5,P102785,L09,5,L09_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,L09_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,L09_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,L09_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,L09_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-L09-6,P102785,L09,6,L09_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,L09_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,L09_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,L09_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,L09_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-L09-7,P102785,L09,7,L09_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,L09_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,L09_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,L09_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,L09_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-L09-8,P102785,L09,8,L09_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,L09_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,L09_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,L09_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,L09_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-L09-9,P102785,L09,9,L09_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,L09_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,L09_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,L09_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,L09_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-L12-1,P102785,L12,1,L12_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,L12_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,L12_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,L12_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,L12_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-L12-2,P102785,L12,2,L12_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,L12_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,L12_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,L12_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,L12_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-L12-3,P102785,L12,3,L12_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,L12_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,L12_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,L12_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,L12_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-L12-4,P102785,L12,4,L12_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,L12_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,L12_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,L12_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,L12_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-L12-5,P102785,L12,5,L12_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,L12_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,L12_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,L12_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,L12_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-L12-6,P102785,L12,6,L12_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,L12_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,L12_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,L12_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,L12_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-L12-7,P102785,L12,7,L12_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,L12_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,L12_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,L12_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,L12_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-L12-8,P102785,L12,8,L12_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,L12_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,L12_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,L12_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,L12_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-L12-9,P102785,L12,9,L12_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,L12_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,L12_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,L12_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,L12_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-L13-1,P102785,L13,1,L13_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,L13_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,L13_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,L13_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,L13_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-L13-2,P102785,L13,2,L13_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,L13_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,L13_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,L13_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,L13_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-L13-3,P102785,L13,3,L13_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,L13_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,L13_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,L13_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,L13_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-L13-4,P102785,L13,4,L13_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,L13_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,L13_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,L13_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,L13_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-L13-5,P102785,L13,5,L13_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,L13_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,L13_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,L13_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,L13_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-L13-6,P102785,L13,6,L13_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,L13_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,L13_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,L13_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,L13_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-L13-7,P102785,L13,7,L13_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,L13_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,L13_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,L13_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,L13_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-L13-8,P102785,L13,8,L13_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,L13_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,L13_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,L13_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,L13_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-L13-9,P102785,L13,9,L13_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,L13_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,L13_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,L13_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,L13_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-L15-1,P102785,L15,1,L15_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,L15_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,L15_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,L15_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,L15_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-L15-2,P102785,L15,2,L15_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,L15_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,L15_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,L15_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,L15_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-L15-3,P102785,L15,3,L15_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,L15_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,L15_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,L15_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,L15_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-L15-4,P102785,L15,4,L15_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,L15_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,L15_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,L15_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,L15_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-L15-5,P102785,L15,5,L15_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,L15_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,L15_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,L15_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,L15_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-L15-6,P102785,L15,6,L15_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,L15_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,L15_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,L15_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,L15_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-L15-7,P102785,L15,7,L15_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,L15_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,L15_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,L15_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,L15_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-L15-8,P102785,L15,8,L15_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,L15_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,L15_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,L15_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,L15_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-L15-9,P102785,L15,9,L15_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,L15_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,L15_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,L15_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,L15_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-L16-1,P102785,L16,1,L16_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,L16_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,L16_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,L16_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,L16_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-L16-2,P102785,L16,2,L16_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,L16_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,L16_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,L16_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,L16_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-L16-3,P102785,L16,3,L16_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,L16_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,L16_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,L16_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,L16_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-L16-4,P102785,L16,4,L16_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,L16_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,L16_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,L16_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,L16_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-L16-5,P102785,L16,5,L16_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,L16_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,L16_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,L16_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,L16_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-L16-6,P102785,L16,6,L16_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,L16_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,L16_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,L16_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,L16_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-L16-7,P102785,L16,7,L16_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,L16_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,L16_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,L16_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,L16_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-L16-8,P102785,L16,8,L16_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,L16_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,L16_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,L16_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,L16_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-L16-9,P102785,L16,9,L16_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,L16_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,L16_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,L16_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,L16_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-L17-1,P102785,L17,1,L17_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,L17_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,L17_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,L17_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,L17_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-L17-2,P102785,L17,2,L17_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,L17_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,L17_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,L17_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,L17_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-L17-3,P102785,L17,3,L17_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,L17_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,L17_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,L17_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,L17_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-L17-4,P102785,L17,4,L17_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,L17_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,L17_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,L17_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,L17_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-L17-5,P102785,L17,5,L17_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,L17_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,L17_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,L17_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,L17_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-L17-6,P102785,L17,6,L17_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,L17_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,L17_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,L17_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,L17_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-L17-7,P102785,L17,7,L17_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,L17_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,L17_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,L17_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,L17_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-L17-8,P102785,L17,8,L17_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,L17_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,L17_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,L17_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,L17_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-L17-9,P102785,L17,9,L17_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,L17_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,L17_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,L17_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,L17_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-L18-1,P102785,L18,1,L18_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,L18_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,L18_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,L18_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,L18_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-L18-2,P102785,L18,2,L18_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,L18_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,L18_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,L18_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,L18_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-L18-3,P102785,L18,3,L18_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,L18_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,L18_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,L18_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,L18_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-L18-4,P102785,L18,4,L18_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,L18_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,L18_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,L18_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,L18_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-L18-5,P102785,L18,5,L18_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,L18_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,L18_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,L18_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,L18_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-L18-6,P102785,L18,6,L18_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,L18_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,L18_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,L18_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,L18_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-L18-7,P102785,L18,7,L18_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,L18_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,L18_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,L18_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,L18_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-L18-8,P102785,L18,8,L18_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,L18_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,L18_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,L18_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,L18_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-L18-9,P102785,L18,9,L18_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,L18_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,L18_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,L18_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,L18_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-L19-1,P102785,L19,1,L19_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,L19_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,L19_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,L19_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,L19_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-L19-2,P102785,L19,2,L19_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,L19_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,L19_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,L19_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,L19_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-L19-3,P102785,L19,3,L19_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,L19_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,L19_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,L19_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,L19_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-L19-4,P102785,L19,4,L19_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,L19_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,L19_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,L19_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,L19_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-L19-5,P102785,L19,5,L19_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,L19_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,L19_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,L19_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,L19_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-L19-6,P102785,L19,6,L19_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,L19_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,L19_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,L19_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,L19_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-L19-7,P102785,L19,7,L19_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,L19_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,L19_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,L19_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,L19_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-L19-8,P102785,L19,8,L19_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,L19_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,L19_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,L19_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,L19_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-L19-9,P102785,L19,9,L19_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,L19_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,L19_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,L19_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,L19_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-L21-1,P102785,L21,1,L21_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,L21_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,L21_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,L21_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,L21_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-L21-2,P102785,L21,2,L21_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,L21_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,L21_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,L21_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,L21_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-L21-3,P102785,L21,3,L21_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,L21_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,L21_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,L21_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,L21_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-L21-4,P102785,L21,4,L21_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,L21_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,L21_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,L21_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,L21_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-L21-5,P102785,L21,5,L21_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,L21_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,L21_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,L21_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,L21_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-L21-6,P102785,L21,6,L21_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,L21_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,L21_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,L21_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,L21_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-L21-7,P102785,L21,7,L21_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,L21_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,L21_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,L21_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,L21_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-L21-8,P102785,L21,8,L21_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,L21_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,L21_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,L21_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,L21_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
